"""Стерлитамак - Сады """"Ильмень""""""";125;Стерлитамак;62,2137942930468;70,9302315225407;Сады (обратное);62,1694488525391;70,8558883666992;75
Нефтекамск-Кармановская ГРЭС;112;Нефтекамск;60,3442287804945;75,6877160702112;Раздолье;60,4789581298828;75,7915878295898;75
сан. Красноусольск-Стерлитамак ч/з рынок;282 к;Красноусольский;62,7925933837891;71,4237482706706;Стерлитамак;62,2137942930468;70,9302315225407;73
Октябрьский-Туймазы;106;Октябрьский;59,4753243965015;72,540652091043;Октябрьский;59,4753243965015;72,540652091043;73
"""Стерлитамак - Сады """"Рощинский""""""";162;п.Рощинский обратное направление;62,2051696777344;71,1448593139648;Стерлитамак;62,2137942930468;70,9302315225407;72
"""Стерлитамак - Сады """"Каучук 5/3""""""";157-б;Сады Каучук-5;62,0379219055176;70,8871994018555;Стерлитамак;62,2137942930468;70,9302315225407;71
Туймазы- Октябрьский- Серафимовский;2;Туймазы;59,4035186767578;72,3084030151367;Октябрьский;59,4753243965015;72,540652091043;70
Нефтекамск - Амзя - 9 км;116-2;Амзя 1;60,4749298095703;75,9521636962891;Нефтекамск;60,3442287804945;75,6877160702112;70
Уфа АЦ ВАЗ-Аэропорт;110;Уфа;62,2843813573507;73,0739957909835;Металлобаза (в ст. города);62,1713600158691;72,7459030151367;70
Салават АВ- Стерлитамак АВ;101;Стерлитамак;62,2137942930468;70,9302315225407;Покровка;62,4311790466309;71,3377685546875;67
Салават-Мелеуз;102;Мелеуз;62,2065202985491;69,681296648298;Зирган МГ (в ст.Оренбурга);62,1684303283691;70,157096862793;64
Нефтекамск-Кармановская ГРЭС;112;Раздолье;60,4789581298828;75,7915878295898;Профилакторий;60,5364418029785;75,8215713500977;64
Нефтекамск-Кармановская ГРЭС;112;Нефтекамск;60,3442287804945;75,6877160702112;Профилакторий;60,5364418029785;75,8215713500977;64
Нефтекамск-Кармановская ГРЭС;112;Раздолье;60,4789581298828;75,7915878295898;Раздолье;60,4789581298828;75,7915878295898;64
Нефтекамск - Амзя - 9 км;116-2;Музяково;60,4707183837891;75,8082885742188;Нефтекамск;60,3442287804945;75,6877160702112;63
Туймазы - Уфа;590;Туймазы;59,7044503061395;72,7754761545282;Уфа;62,2843813573507;73,0739957909835;63
Уфа АЦ ВАЗ-Аэропорт;110;Уфа;62,2843813573507;73,0739957909835;Поселок Чесноковка (в ст. Аэропорта);62,1875;72,7958984375;62
Уфа (ул. Дзержинского) - Аэропорт;101;Металлобаза (в ст. города);62,1713600158691;72,7459030151367;Уфа;62,2843813573507;73,0739957909835;62
Чишмы-Уфа;151;"""Кафе """"Отдых""""""";62,1901092529297;72,8301467895508;п. Зубово 1;62,1678695678711;72,807502746582;61
Уфа ТК Центральный - Алексеевка (Теплиный комплекс);115;Алексеевка 1 (115 м-т);62,2561187744141;73,1938400268555;Алексеевка 1 (115 м-т);62,2561187744141;73,1938400268555;60
Уфа Южный АВ - Мусино;120;"""Кафе """"Отдых""""""";62,1901092529297;72,8301467895508;Поселок Чесноковка (в ст. Аэропорта);62,1875;72,7958984375;60
Уфа Южный АВ - Мусино;120;"""Кафе """"Отдых""""""";62,1901092529297;72,8301467895508;"""Кафе """"Отдых""""""";62,1901092529297;72,8301467895508;60
Уфа Южный АВ - Мусино;120;Уфа;62,2843813573507;73,0739957909835;"""Кафе """"Отдых"""" (в ст. города)""";62,1917495727539;72,8387222290039;60
Уфа Южный АВ - Мусино;120;Уфа;62,2843813573507;73,0739957909835;Поселок Чесноковка (в ст. Аэропорта);62,1875;72,7958984375;60
Нефтекамск - Амзя - 9 км;116-2;Нефтекамск;60,3442287804945;75,6877160702112;Амзя;61,9794998168945;71,3588485717773;57
Бирск - Уфа ч/з Зап. развилку;535;Уфа;62,2843813573507;73,0739957909835;Бирск;61,7834456307547;74,3506142752511;57
Уфа (ул. Дзержинского) - Аэропорт;101;Уфа;62,2843813573507;73,0739957909835;Поселок Чесноковка (в ст. Аэропорта);62,1875;72,7958984375;54
Уфа (Южный автовокзал) - Нижегородка;164;пер. Нижегородка;62,1099700927734;72,7769393920898;Уфа;62,2843813573507;73,0739957909835;54
Нефтекамск-Калтасы;113;Нефтекамск;60,3442287804945;75,6877160702112;Краснохолмский;61,1543106079102;75,4824111938477;53
Стерлитамак - Сады Аэропорт 2;110-2;Сады Аэропорт-2;62,0642509460449;70,7295227050781;Стерлитамак;62,2137942930468;70,9302315225407;52
