М 629 Бакалы - Туймазы
М 717 Приютово - Стерлитамак
П 103 Уфа (Северный АВ) - Ст.Черкассы
П 105 Семилетка - В. Яркеево
П 119 Шаран - Туймазы
П 120 Агидель - Нефтекамск
П 282 Стерлитамак АВ - пос. Красноусольский
Персп 2М 534 Уфа (Северный АВ) - Бирск ч/з Благовещенск
Персп 2М 600 Э Уфа (Мега) - Октябрьский экспресс
ПН Стерлитамак - Талалаевка
М 594 Уфа (Южный АВ) - Бураево ч/з зап. развилку
М 633 Белебей - Туймазы
МН Стерлитамак - Раевка
П 102 Нефтекамск - Куяново
П 106 м Нефтекамск - Ст.Янзигит
П 109 Стерлитамак - Наумовка
П 111 Стерлитамак - с/х Рощинский
П 113 Стерлитамак АВ - Талачево
П 116 Стерлитамак АВ - Месели - Манеево
П 157 Стерлитамак - Сады Ясное
Персп 2М 164 Уфа (Мега) - Языково
Персп 2М 552 С Уфа (Мега) - сан. Красноусольск
Персп 2М Белорецк - Кага - Стерлитамак
Персп 2П Уфа (Мега) - Село Сихонкино
ПН Кумертау - Свобода
М 584 Уфа (Южный АВ) - Янаул ч/з западную развилку
П 103 Петровск - Стерлитамак
П 112 Нефтекамск - Кармановская ГРЭС
П 116 Нефтекамск - Амзя
П 117 к Уфа (Южный АВ) - Первушино
П 134 Стерлитамак - Сады Мирный
П 146 Семилетка - Чекмагуш
П 202 Чекмагуш - Дюртюли
П 298 Стерлитамак - Максимовка - Алга
Персп 2М Уфа (Мега) - Давлеканово
Персп 2П 114 Уфа (Дема) - сан. Юматово
Персп 2П 120к Уфа (Мега) - Деревня Новомусино
Персп 2П 163к Уфа (Мега) - Акбердино
Персп 2П 164 Уфа (Мега) - Нижегородка
ПН Стерлитамак - Кунакбаево
М 115 Дюртюли - Бирск (переправа)
М 149 Стерлитамак - Стерлибашево
М 809 Уфа (Южный АВ) - Шаран ч/з Чекмагуш
М 924 Аскарово - Белорецк
П 110 Уфа (АЦ ВАЗ) - Аэропорт
П 110 Я Янаул - Чургулды
П 110С  Уфа (Уфимский Док) - Аэропорт
П 113 Сибай - Баймак
П 117 Стерлитамак - Шеверли
П 258 Уфа (Южный АВ) - Кушнаренково
Персп 2М 560 Уфа (Мега) - Бижбуляк ч/з Аксеново
Персп 2П 127 к Уфа (Дема) - Алкино-2
Персп 2П 214 Уфа (Мега) - ЖК «Миловский парк»
М 201 Стерлитамак - Кабакуш
М 229 Мелеуз - Федоровка
М 503 Федоровка АС - Стерлитамак АВ ч\з Стерлибашево АС
М 671 Нефтекамск - Бирск
П 106 Нефтекамск - Ст. Янзигит ч/з Ст. Мушта
П 106 Октябрьский - Туймазы
П 109 Уфа (Южный АВ) - с/х Шемяк
П 110 Нефтекамск - Саузбашево
П 111к Уфа (Южный АВ) - Сады Факел
П 114 Нефтекамск - Янаул
Персп 2М 551 Уфа (Мега) - Салават
Персп 2П 108 Уфа (Южный АВ) - Лесхоз
Персп 2П 111 Уфа (Южный АВ) - Кармасан
Персп 2П 151 Уфа (Мега) - Чишмы
Персп 2П 247 Уфа (Мега) - Микрорайон Спутник (Чесноковка)
Персп 2П 358 Стерлитамак (Автовокзал) - Колхозный рынок - Загородный - д. Байрак
М 250 Стерлитамак АВ - Красноармейский
П 101 Кумертау - Мелеуз
П 101 Нефтекамск - Николо-Березовка
П 111 Стерлитамак (Хим. завод) - с/х Рощинский
Персп 2М 572 Уфа (Мега) - Н. Киешки ч/з Кармаскалы, Прибельский
Персп 2М 582 Уфа (Мега) - Архангельское ч/з Булгаково
Персп 2П 104 с Уфа (Северный АВ) - Благовещенск
Персп 2П 111 Стерлитамак (Кол.рынок) - с/х Рощинский
Персп 2П 130к/130 Уфа (Южный АВ) -Турбаслы
Персп 2П 163 Уфа (Мега) - Охлебинино
Персп Дюртюли - Бураево
ПН Стерлитамак - Айгулево
М 115 Нефтекамск - Красный Холм
М 171 Федоровка - Салават
М 242 Мелеуз - В. Биккузино
М 618 Бакалы - Октябрьский
П 101 И Салават - Ишимбай
П 101 Уфа (ул. Дзержинского) - Аэропорт
П 102 Кумертау - Ермолаево
П 106 Стерлитамак - Мебельный
П 112 Э Нефтекамск - Карманово
П 205 Стерлитамак АВ - Мраково
Персп 2М 531 Уфа (Мега) - Стерлитамак
Персп 2М Стерлитамак - Кага - Аскарово
Персп 2П 108 Д Уфа (Южный АВ) - Дмитриевка
Персп 2П 121 к Уфа (Мега) - Кабаково
Персп 2П 124 Уфа (Мега) - Шипово
Персп 2П 126 Уфа (Мега) - сады Автомобилист
Персп 2П 131к Уфа (Южный АВ) - Шамонино
Персп 2П 311 Уфа (Южный АВ) - с. Султанаево
ПН 317д Уфа (Южный АВ) - Сады «Родник»
П 102 Салават - Мелеуз
П 113 Нефтекамск - Калтасы
П 132 Стерлитамак - Заливное
П 157 а Стерлитамак - Ранний Рассвет
Персп 2М 581 Уфа (Мега) -  Мелеуз
Персп 2М 590 Уфа (Мега) - Туймазы
Персп 2М 591 Уфа (Мега) - Кумертау
Персп 2М Салават - Стерлибашево
Персп 2М Стерлитамак - Кага - Старосубхангулово
Персп 2М Уфа (Мега) - Приютово
Персп 2М Уфа (Мега) - Раевка
Персп 2П 112 Уфа (Южный АВ) - Миловка
Персп 2П 122 Уфа (Дема) - Авдон
Персп 2П 164 Т Уфа (Мега) - Таптыково
Персп 2П 171 Уфа (Дема) - Жуково (Конечная (ул. Парковая) - Больница №6)
Персп 2П Уфа (Северный АВ) - Деревня Верный
Персп 2П Уфа (Северный АВ) - Тугай
ПН Стерлитамак - Дергачевка
