Уфа;62,2843813573507;73,0739957909835;Стерлитамак;62,2137942930468;70,9302315225407;10,733;32,192;21,874;5,25
Туймазы;59,7044503061395;72,7754761545282;с. Тюменяк (в ст. Туймазы);59,8119201660156;72,9230194091797;9,62;33,174;23,484;3,608
Стерлитамак;62,2137942930468;70,9302315225407;Сады (обратное);62,1694488525391;70,8558883666992;28,19;33,468;5,369;2,167
Музяково;60,4707183837891;75,8082885742188;Нефтекамск;60,3442287804945;75,6877160702112;30,419;22,145;9,853;3,639
Родники (для 101 м-та);60,1141395568848;71,7473831176758;Белебей;60,1639169262302;71,8110947147492;3,542;23,526;26,961;11,887
Стерлитамак;62,2137942930468;70,9302315225407;СНТ Заря;62,2682495117188;70,8270874023438;46,747;8;6,708;0
ост. Ташкиново (в ст.города);60,3433303833008;75,5858612060547;Очистные сооружения;60,2834815979004;75,5764236450195;26,333;0;35;0
Уфа;62,2843813573507;73,0739957909835;Кармаскалы;62,1264495849609;71,1268615722656;17,058;24,659;18,959;0
"""Сады """"Сар-Саз"""" (в ст. Мусино)""";62,1816711425781;72,4375076293945;Уфа;62,2843813573507;73,0739957909835;12,288;25,939;16,988;5,205
Стерлитамак;62,2137942930468;70,9302315225407;Буриказган;62,0249900817871;71,0851593017578;17,647;22,862;19,747;0
Нефтекамск;60,3442287804945;75,6877160702112;Музяково;60,4707183837891;75,8082885742188;7;24,37;23,393;5,424
Мелеуз;62,2065202985491;69,681296648298;Зирган МГ (в ст.Оренбурга);62,1684303283691;70,157096862793;5,272;36,962;14,921;2,626
Нефтекамск;60,3442287804945;75,6877160702112;Дюртюли;60,9999590421978;74,4713568436472;7,911;35,285;16,361;0
Нефтекамск;60,3442287804945;75,6877160702112;Амзя;61,9794998168945;71,3588485717773;10,73;15,75;28,632;4,361
Стерлибашево;61,4433002471924;70,5663757324219;Стерлитамак;62,2137942930468;70,9302315225407;11,319;26,02;19,713;2,185
Сады Рассвет;62,0581588745117;70,9159393310547;Стерлитамак;62,2137942930468;70,9302315225407;2,6;23,9;32,357;0
Микрорайон «Федоровка»;62,4191093444824;72,9360885620117;Уфа;62,2843813573507;73,0739957909835;13,811;19,083;16,892;8
Кандры;60,1674385070801;72,664909362793;Уфа;62,2843813573507;73,0739957909835;10,612;10,047;36,941;0
Кумертау;62,0444156646729;69,3144878387451;Кумертау;62,0444156646729;69,3144878387451;19,014;8,74;27,955;1
Развилка;62,0911102294922;70,9363327026367;Стерлитамак;62,2137942930468;70,9302315225407;4,162;16,362;35,063;0
Загорск;62,9547882080078;73,1556777954102;Уфа;62,2843813573507;73,0739957909835;10,467;14,012;17,572;13,114
Уфа;62,2843813573507;73,0739957909835;Дюртюли;60,9999590421978;74,4713568436472;6,588;30,959;12,893;4
СНТ Заря;62,2682495117188;70,8270874023438;Стерлитамак;62,2137942930468;70,9302315225407;10,44;1;42,917;0
Андреевка;62,3099403381348;72,4271926879883;Уфа;62,2843813573507;73,0739957909835;9,149;18,022;20,555;6,417
Уфа;62,2843813573507;73,0739957909835;Загорск;62,9547882080078;73,1556777954102;19,156;19,16;15,447;0
Авдон;61,9432601928711;72,9004592895508;Уфа;62,2843813573507;73,0739957909835;30,553;19,803;3,241;0
Стерлитамак;62,2137942930468;70,9302315225407;Санаторий Красноусольск КП МГ;62,8531303405762;71,4844665527344;19,818;26,549;6,891;0
пер. Архангельское;63,1054191589355;72,3757781982422;Уфа;62,2843813573507;73,0739957909835;10;16,392;12,168;14,444
Сады - 1 (по 111к);61,8080406188965;73,4613571166992;Уфа;62,2843813573507;73,0739957909835;15,188;1,5;36;0
Стерлитамак;62,2137942930468;70,9302315225407;Уфа;62,2843813573507;73,0739957909835;16,811;26,429;5,552;3,571
Петровское АС;62,6946296691895;70,8995132446289;Стерлитамак;62,2137942930468;70,9302315225407;15,532;23,84;12,566;0
32-й км;62,182861328125;72,4510116577148;Уфа;62,2843813573507;73,0739957909835;10,939;22,124;14,351;3,545
Туймазы;59,7044503061395;72,7754761545282;Туймазы;59,7044503061395;72,7754761545282;12,618;19,77;14,549;3,405
Миловка;62,0798301696777;73,1148834228516;Уфа;62,2843813573507;73,0739957909835;30,774;10,659;7,895;0
Старомусино МГ;62,172550201416;72,2998504638672;Уфа;62,2843813573507;73,0739957909835;9,241;21,978;15,944;2
Дюртюли;60,9999590421978;74,4713568436472;Нефтекамск;60,3442287804945;75,6877160702112;7,272;20,984;17,712;3
п. Ягодная поляна 2;62,0025596618652;73,1233673095703;Уфа;62,2843813573507;73,0739957909835;18,159;11,516;16,153;3
Уфа;62,2843813573507;73,0739957909835;пер. Архангельское;63,1054191589355;72,3757781982422;7,785;25,992;11,607;3,346
Кармаскалы;62,1264495849609;71,1268615722656;Уфа;62,2843813573507;73,0739957909835;17,738;22,014;8,627;0
Покровка;62,4311790466309;71,3377685546875;Стерлитамак;62,2137942930468;70,9302315225407;17,002;17,442;10,649;3,184
Октябрьский;59,4753243965015;72,540652091043;Старые Туймазы;59,597770690918;72,675048828125;6,924;19,333;19,319;2,495
Населенный пункт Нагаево;62,3907203674316;72,8090362548828;Уфа;62,2843813573507;73,0739957909835;15,723;11,205;12,615;8,4
Стерлитамак;62,2137942930468;70,9302315225407;6 совхоз (прямое);62,2353210449219;70,8113098144531;6,417;22,426;14,647;4,222
Ишимбай;62,2965090433757;70,5925622304281;Ишимбай;62,2965090433757;70,5925622304281;15,957;14,826;11,898;4,867
Красноусольский;62,7925933837891;71,4237482706706;Уфа;62,2843813573507;73,0739957909835;15,773;18,068;12,692;0
пос. Энергетик (Карманово);60,6646003723145;75,9872436523438;Карманово;60,6490783691406;75,9502487182617;5,853;24,227;11,526;3,906
Уфа;62,2843813573507;73,0739957909835;Миловка;62,0798301696777;73,1148834228516;26,615;6,812;10,733;1
