П 101 Нефтекамск - Николо-Березовка;<;15:03:15.5033333;П 101 Нефтекамск - Николо-Березовка;43;>;0;14:59:00.0000000;ПН-ПТ;NULL;NULL;NULL;Круглогодично
П 101 Нефтекамск - Николо-Березовка;<;17:50:15.5033333;П 101 Нефтекамск - Николо-Березовка;43;>;0;17:46:00.0000000;ПН-ПТ;NULL;NULL;NULL;Круглогодично
П 101 Нефтекамск - Николо-Березовка;<;18:40:15.5033333;П 101 Нефтекамск - Николо-Березовка;43;>;0;18:36:00.0000000;ПН-ПТ;NULL;NULL;NULL;Круглогодично
П 101 Нефтекамск - Николо-Березовка;<;20:27:15.5033333;П 101 Нефтекамск - Николо-Березовка;43;>;0;20:15:00.0000000;ПН-ПТ;NULL;NULL;NULL;Круглогодично
П 101 Нефтекамск - Николо-Березовка;>;08:14:15.5033333;П 101 Нефтекамск - Николо-Березовка;43;<;0;08:02:00.0000000;ПН-ПТ;NULL;NULL;NULL;Круглогодично
П 101 Нефтекамск - Николо-Березовка;>;08:14:15.5033333;П 101 Нефтекамск - Николо-Березовка;43;<;0;08:14:00.0000000;ПН-ПТ;NULL;NULL;NULL;Круглогодично
М 633 Белебей - Туймазы;<;15:15:09.4066667;М 633 Белебей - Туймазы;43;>;0;15:00:00.0000000;ПТ-ВС;NULL;NULL;NULL;Круглогодично
М 809 Уфа (Южный АВ) - Шаран ч/з Чекмагуш;<;12:41:06.0266667;М 809 Уфа (Южный АВ) - Шаран ч/з Чекмагуш;52,5;>;0;12:30:00.0000000;СБ-ВС;NULL;NULL;NULL;Круглогодично
МН Стерлитамак - Раевка;<;19:09:59.4066667;МН Стерлитамак - Раевка;48,6;>;0;19:00:00.0000000;ПН-ВС;NULL;NULL;NULL;Круглогодично
П 101 И Салават - Ишимбай;<;07:31:07.3266667;П 101 И Салават - Ишимбай;43;>;0;07:20:00.0000000;ПН-ВС;NULL;NULL;NULL;Круглогодично
П 101 И Салават - Ишимбай;<;15:31:07.3266667;П 101 И Салават - Ишимбай;43;>;0;15:30:00.0000000;ПН-ВС;NULL;NULL;NULL;Круглогодично
П 101 И Салават - Ишимбай;>;15:30:49.9966667;П 101 И Салават - Ишимбай;43;<;0;15:30:00.0000000;ПН-ВС;NULL;NULL;NULL;Круглогодично
П 101 Кумертау - Мелеуз;<;18:41:59.7200000;П 101 Кумертау - Мелеуз;43;>;0;18:30:00.0000000;ПН-ВС;NULL;NULL;NULL;Круглогодично
П 101 Кумертау - Мелеуз;<;19:11:59.7200000;П 101 Кумертау - Мелеуз;43;>;0;19:00:00.0000000;ПН-ВС;NULL;NULL;NULL;Круглогодично
П 101 Кумертау - Мелеуз;<;19:41:59.7200000;П 101 Кумертау - Мелеуз;43;>;0;19:30:00.0000000;ПН-ВС;NULL;NULL;NULL;Круглогодично
П 101 Кумертау - Мелеуз;>;19:41:59.7200000;П 101 Кумертау - Мелеуз;43;<;0;19:30:00.0000000;ПН-ВС;NULL;NULL;NULL;Круглогодично
П 101 Нефтекамск - Николо-Березовка;<;07:49:15.5033333;П 101 Нефтекамск - Николо-Березовка;43;>;0;07:37:00.0000000;ПН-ПТ;NULL;NULL;NULL;Круглогодично
П 101 Нефтекамск - Николо-Березовка;<;07:49:15.5033333;П 101 Нефтекамск - Николо-Березовка;43;>;0;07:49:00.0000000;ПН-ПТ;NULL;NULL;NULL;Круглогодично
П 101 Нефтекамск - Николо-Березовка;<;09:28:15.5033333;П 101 Нефтекамск - Николо-Березовка;43;>;0;09:17:00.0000000;ПН-ПТ;NULL;NULL;NULL;Круглогодично
П 101 Нефтекамск - Николо-Березовка;<;09:28:15.5033333;П 101 Нефтекамск - Николо-Березовка;43;>;0;09:26:00.0000000;ПН-ПТ;NULL;NULL;NULL;Круглогодично
П 101 Нефтекамск - Николо-Березовка;<;12:50:15.5033333;П 101 Нефтекамск - Николо-Березовка;43;>;0;12:46:00.0000000;ПН-ПТ;NULL;NULL;NULL;Круглогодично
П 101 Нефтекамск - Николо-Березовка;<;15:50:15.5033333;П 101 Нефтекамск - Николо-Березовка;43;>;0;15:39:00.0000000;ПН-ПТ;NULL;NULL;NULL;Круглогодично
П 101 Нефтекамск - Николо-Березовка;<;16:39:15.5033333;П 101 Нефтекамск - Николо-Березовка;43;>;0;16:25:00.0000000;ПН-ПТ;NULL;NULL;NULL;Круглогодично
П 101 Нефтекамск - Николо-Березовка;<;16:39:15.5033333;П 101 Нефтекамск - Николо-Березовка;43;>;0;16:39:00.0000000;ПН-ПТ;NULL;NULL;NULL;Круглогодично
П 101 Нефтекамск - Николо-Березовка;<;20:02:15.5033333;П 101 Нефтекамск - Николо-Березовка;43;>;0;19:50:00.0000000;ПН-ПТ;NULL;NULL;NULL;Круглогодично
П 101 Нефтекамск - Николо-Березовка;>;09:29:15.5033333;П 101 Нефтекамск - Николо-Березовка;43;<;0;09:16:00.0000000;ПН-ПТ;NULL;NULL;NULL;Круглогодично
П 101 Нефтекамск - Николо-Березовка;>;12:25:15.5033333;П 101 Нефтекамск - Николо-Березовка;43;<;0;12:21:00.0000000;ПН-ПТ;NULL;NULL;NULL;Круглогодично
П 101 Нефтекамск - Николо-Березовка;>;14:21:15.5033333;П 101 Нефтекамск - Николо-Березовка;43;<;0;14:18:00.0000000;ПН-ПТ;NULL;NULL;NULL;Круглогодично
П 101 Нефтекамск - Николо-Березовка;>;16:37:15.5033333;П 101 Нефтекамск - Николо-Березовка;43;<;0;16:27:00.0000000;ПН-ПТ;NULL;NULL;NULL;Круглогодично
П 101 Нефтекамск - Николо-Березовка;>;17:08:15.5033333;П 101 Нефтекамск - Николо-Березовка;43;<;0;16:49:00.0000000;ПН-ПТ;NULL;NULL;NULL;Круглогодично
П 101 Нефтекамск - Николо-Березовка;>;17:08:15.5033333;П 101 Нефтекамск - Николо-Березовка;43;<;0;17:02:00.0000000;ПН-ПТ;NULL;NULL;NULL;Круглогодично
М 149 Стерлитамак - Стерлибашево;<;18:25:53.8400000;М 149 Стерлитамак - Стерлибашево;48;>;0;18:15:00.0000000;ПН-ВС;NULL;NULL;NULL;Круглогодично
М 201 Стерлитамак - Кабакуш;>;15:47:38.7966667;М 201 Стерлитамак - Кабакуш;52,4;<;0;15:45:00.0000000;ПН-ВС;NULL;NULL;NULL;Круглогодично
М 503 Федоровка АС - Стерлитамак АВ ч\з Стерлибашево АС;<;12:39:41.2833333;М 503 Федоровка АС - Стерлитамак АВ ч\з Стерлибашево АС;45,3;>;0;12:30:00.0000000;ПН-ВС;NULL;NULL;NULL;Круглогодично
М 584 Уфа (Южный АВ) - Янаул ч/з западную развилку;<;10:43:34.9500000;М 584 Уфа (Южный АВ) - Янаул ч/з западную развилку;48,4;>;0;10:30:00.0000000;ПН-ВС;NULL;NULL;NULL;Круглогодично
МН Стерлитамак - Раевка;<;14:09:59.4066667;МН Стерлитамак - Раевка;48,6;>;0;14:00:00.0000000;ПН-ВС;NULL;NULL;NULL;Круглогодично
П 101 И Салават - Ишимбай;<;08:51:07.3266667;П 101 И Салават - Ишимбай;43;>;0;08:40:00.0000000;ПН-ВС;NULL;NULL;NULL;Круглогодично
П 101 И Салават - Ишимбай;<;09:31:07.3266667;П 101 И Салават - Ишимбай;43;>;0;09:20:00.0000000;ПН-ВС;NULL;NULL;NULL;Круглогодично
П 101 И Салават - Ишимбай;<;10:11:07.3266667;П 101 И Салават - Ишимбай;43;>;0;10:00:00.0000000;ПН-ВС;NULL;NULL;NULL;Круглогодично
П 101 И Салават - Ишимбай;<;13:31:07.3266667;П 101 И Салават - Ишимбай;43;>;0;13:30:00.0000000;ПН-ВС;NULL;NULL;NULL;Круглогодично
П 101 И Салават - Ишимбай;<;17:01:07.3266667;П 101 И Салават - Ишимбай;43;>;0;16:50:00.0000000;ПН-ВС;NULL;NULL;NULL;Круглогодично
П 101 И Салават - Ишимбай;<;17:41:07.3266667;П 101 И Салават - Ишимбай;43;>;0;17:30:00.0000000;ПН-ВС;NULL;NULL;NULL;Круглогодично
П 101 И Салават - Ишимбай;>;09:30:49.9966667;П 101 И Салават - Ишимбай;43;<;0;09:20:00.0000000;ПН-ВС;NULL;NULL;NULL;Круглогодично
П 101 И Салават - Ишимбай;>;10:10:49.9966667;П 101 И Салават - Ишимбай;43;<;0;10:00:00.0000000;ПН-ВС;NULL;NULL;NULL;Круглогодично
П 101 И Салават - Ишимбай;>;13:30:49.9966667;П 101 И Салават - Ишимбай;43;<;0;13:30:00.0000000;ПН-ВС;NULL;NULL;NULL;Круглогодично
П 101 И Салават - Ишимбай;>;17:40:49.9966667;П 101 И Салават - Ишимбай;43;<;0;17:30:00.0000000;ПН-ВС;NULL;NULL;NULL;Круглогодично
П 101 И Салават - Ишимбай;>;18:20:49.9966667;П 101 И Салават - Ишимбай;43;<;0;18:10:00.0000000;ПН-ВС;NULL;NULL;NULL;Круглогодично
П 101 Кумертау - Мелеуз;<;16:41:59.7200000;П 101 Кумертау - Мелеуз;43;>;0;16:30:00.0000000;ПН-ВС;NULL;NULL;NULL;Круглогодично
П 101 Нефтекамск - Николо-Березовка;<;07:12:15.5033333;П 101 Нефтекамск - Николо-Березовка;43;>;0;06:59:00.0000000;ПН-ПТ;NULL;NULL;NULL;Круглогодично
П 101 Нефтекамск - Николо-Березовка;<;07:12:15.5033333;П 101 Нефтекамск - Николо-Березовка;43;>;0;07:12:00.0000000;ПН-ПТ;NULL;NULL;NULL;Круглогодично
П 101 Нефтекамск - Николо-Березовка;<;09:04:15.5033333;П 101 Нефтекамск - Николо-Березовка;43;>;0;08:52:00.0000000;ПН-ПТ;NULL;NULL;NULL;Круглогодично
П 101 Нефтекамск - Николо-Березовка;<;17:14:15.5033333;П 101 Нефтекамск - Николо-Березовка;43;>;0;16:56:00.0000000;ПН-ПТ;NULL;NULL;NULL;Круглогодично
П 101 Нефтекамск - Николо-Березовка;<;17:14:15.5033333;П 101 Нефтекамск - Николо-Березовка;43;>;0;17:13:00.0000000;ПН-ПТ;NULL;NULL;NULL;Круглогодично
П 101 Нефтекамск - Николо-Березовка;<;21:17:15.5033333;П 101 Нефтекамск - Николо-Березовка;43;>;0;21:05:00.0000000;ПН-ПТ;NULL;NULL;NULL;Круглогодично
П 101 Нефтекамск - Николо-Березовка;>;06:47:15.5033333;П 101 Нефтекамск - Николо-Березовка;43;<;0;06:47:00.0000000;ПН-ПТ;NULL;NULL;NULL;Круглогодично
П 101 Нефтекамск - Николо-Березовка;>;08:01:15.5033333;П 101 Нефтекамск - Николо-Березовка;43;<;0;07:50:00.0000000;ПН-ПТ;NULL;NULL;NULL;Круглогодично
М 115 Нефтекамск - Красный Холм;>;17:36:25.9233333;М 115 Нефтекамск - Красный Холм;43;<;0;17:35:00.0000000;СБ-ВС;NULL;NULL;NULL;Круглогодично
М 242 Мелеуз - В. Биккузино;>;17:18:52.5566667;М 242 Мелеуз - В. Биккузино;43;<;0;17:10:00.0000000;СБ-ВС;NULL;NULL;NULL;Круглогодично
М 594 Уфа (Южный АВ) - Бураево ч/з зап. развилку;>;12:02:23.6833333;М 594 Уфа (Южный АВ) - Бураево ч/з зап. развилку;54,7;<;0;12:00:00.0000000;ПН-ВС;NULL;NULL;NULL;Круглогодично
М 671 Нефтекамск - Бирск;<;18:14:00.3166667;М 671 Нефтекамск - Бирск;44,9;>;0;18:10:00.0000000;ПТ, ВС;NULL;NULL;NULL;Круглогодично
П 101 И Салават - Ишимбай;<;09:11:07.3266667;П 101 И Салават - Ишимбай;43;>;0;09:00:00.0000000;ПН-ВС;NULL;NULL;NULL;Круглогодично
П 101 И Салават - Ишимбай;<;16:31:07.3266667;П 101 И Салават - Ишимбай;43;>;0;16:30:00.0000000;ПН-ВС;NULL;NULL;NULL;Круглогодично
П 101 И Салават - Ишимбай;<;18:01:07.3266667;П 101 И Салават - Ишимбай;43;>;0;17:50:00.0000000;ПН-ВС;NULL;NULL;NULL;Круглогодично
П 101 И Салават - Ишимбай;>;07:00:49.9966667;П 101 И Салават - Ишимбай;43;<;0;07:00:00.0000000;ПН-ВС;NULL;NULL;NULL;Круглогодично
П 101 И Салават - Ишимбай;>;10:30:49.9966667;П 101 И Салават - Ишимбай;43;<;0;10:30:00.0000000;ПН-ВС;NULL;NULL;NULL;Круглогодично
П 101 И Салават - Ишимбай;>;12:00:49.9966667;П 101 И Салават - Ишимбай;43;<;0;12:00:00.0000000;ПН-ВС;NULL;NULL;NULL;Круглогодично
П 101 И Салават - Ишимбай;>;14:30:49.9966667;П 101 И Салават - Ишимбай;43;<;0;14:30:00.0000000;ПН-ВС;NULL;NULL;NULL;Круглогодично
П 101 И Салават - Ишимбай;>;16:30:49.9966667;П 101 И Салават - Ишимбай;43;<;0;16:30:00.0000000;ПН-ВС;NULL;NULL;NULL;Круглогодично
П 101 И Салават - Ишимбай;>;18:00:49.9966667;П 101 И Салават - Ишимбай;43;<;0;17:50:00.0000000;ПН-ВС;NULL;NULL;NULL;Круглогодично
П 101 Кумертау - Мелеуз;>;18:41:59.7200000;П 101 Кумертау - Мелеуз;43;<;0;18:30:00.0000000;ПН-ВС;NULL;NULL;NULL;Круглогодично
П 101 Кумертау - Мелеуз;>;19:11:59.7200000;П 101 Кумертау - Мелеуз;43;<;0;19:00:00.0000000;ПН-ВС;NULL;NULL;NULL;Круглогодично
П 101 Нефтекамск - Николо-Березовка;<;07:36:15.5033333;П 101 Нефтекамск - Николо-Березовка;43;>;0;07:25:00.0000000;ПН-ПТ;NULL;NULL;NULL;Круглогодично
П 101 Нефтекамск - Николо-Березовка;<;09:54:15.5033333;П 101 Нефтекамск - Николо-Березовка;43;>;0;09:49:00.0000000;ПН-ПТ;NULL;NULL;NULL;Круглогодично
П 101 Нефтекамск - Николо-Березовка;<;11:12:15.5033333;П 101 Нефтекамск - Николо-Березовка;43;>;0;11:10:00.0000000;ПН-ПТ;NULL;NULL;NULL;Круглогодично
П 101 Нефтекамск - Николо-Березовка;<;12:00:15.5033333;П 101 Нефтекамск - Николо-Березовка;43;>;0;11:56:00.0000000;ПН-ПТ;NULL;NULL;NULL;Круглогодично
П 101 Нефтекамск - Николо-Березовка;<;13:23:15.5033333;П 101 Нефтекамск - Николо-Березовка;43;>;0;13:19:00.0000000;ПН-ПТ;NULL;NULL;NULL;Круглогодично
П 101 Нефтекамск - Николо-Березовка;<;14:30:15.5033333;П 101 Нефтекамск - Николо-Березовка;43;>;0;14:26:00.0000000;ПН-ПТ;NULL;NULL;NULL;Круглогодично
П 101 Нефтекамск - Николо-Березовка;<;18:06:15.5033333;П 101 Нефтекамск - Николо-Березовка;43;>;0;18:03:00.0000000;ПН-ПТ;NULL;NULL;NULL;Круглогодично
П 101 Нефтекамск - Николо-Березовка;<;18:55:15.5033333;П 101 Нефтекамск - Николо-Березовка;43;>;0;18:36:00.0000000;ПН-ПТ;NULL;NULL;NULL;Круглогодично
П 101 Нефтекамск - Николо-Березовка;<;18:55:15.5033333;П 101 Нефтекамск - Николо-Березовка;43;>;0;18:53:00.0000000;ПН-ПТ;NULL;NULL;NULL;Круглогодично
П 101 Нефтекамск - Николо-Березовка;<;19:13:15.5033333;П 101 Нефтекамск - Николо-Березовка;43;>;0;19:07:00.0000000;ПН-ПТ;NULL;NULL;NULL;Круглогодично
П 101 Нефтекамск - Николо-Березовка;<;19:30:15.5033333;П 101 Нефтекамск - Николо-Березовка;43;>;0;19:25:00.0000000;ПН-ПТ;NULL;NULL;NULL;Круглогодично
М 115 Дюртюли - Бирск (переправа);>;08:35:33.4266667;М 115 Дюртюли - Бирск (переправа);47,2;<;0;08:20:00.0000000;ПН-ПТ;NULL;NULL;NULL;Круглогодично
М 201 Стерлитамак - Кабакуш;>;08:57:38.7966667;М 201 Стерлитамак - Кабакуш;52,4;<;0;08:55:00.0000000;ПН-ВС;NULL;NULL;NULL;Круглогодично
М 809 Уфа (Южный АВ) - Шаран ч/з Чекмагуш;>;16:11:06.0266667;М 809 Уфа (Южный АВ) - Шаран ч/з Чекмагуш;52,5;<;0;16:00:00.0000000;ВС;NULL;NULL;NULL;Круглогодично
П 101 И Салават - Ишимбай;<;12:31:07.3266667;П 101 И Салават - Ишимбай;43;>;0;12:30:00.0000000;ПН-ВС;NULL;NULL;NULL;Круглогодично
П 101 И Салават - Ишимбай;<;13:01:07.3266667;П 101 И Салават - Ишимбай;43;>;0;13:00:00.0000000;ПН-ВС;NULL;NULL;NULL;Круглогодично
П 101 И Салават - Ишимбай;<;18:41:07.3266667;П 101 И Салават - Ишимбай;43;>;0;18:30:00.0000000;ПН-ВС;NULL;NULL;NULL;Круглогодично
П 101 И Салават - Ишимбай;<;19:01:07.3266667;П 101 И Салават - Ишимбай;43;>;0;18:50:00.0000000;ПН-ВС;NULL;NULL;NULL;Круглогодично
П 101 И Салават - Ишимбай;<;19:41:07.3266667;П 101 И Салават - Ишимбай;43;>;0;19:30:00.0000000;ПН-ВС;NULL;NULL;NULL;Круглогодично
П 101 И Салават - Ишимбай;<;20:01:07.3266667;П 101 И Салават - Ишимбай;43;>;0;20:00:00.0000000;ПН-ВС;NULL;NULL;NULL;Круглогодично
П 101 И Салават - Ишимбай;>;12:30:49.9966667;П 101 И Салават - Ишимбай;43;<;0;12:30:00.0000000;ПН-ВС;NULL;NULL;NULL;Круглогодично
П 101 И Салават - Ишимбай;>;13:00:49.9966667;П 101 И Салават - Ишимбай;43;<;0;13:00:00.0000000;ПН-ВС;NULL;NULL;NULL;Круглогодично
П 101 И Салават - Ишимбай;>;14:00:49.9966667;П 101 И Салават - Ишимбай;43;<;0;14:00:00.0000000;ПН-ВС;NULL;NULL;NULL;Круглогодично
П 101 И Салават - Ишимбай;>;19:00:49.9966667;П 101 И Салават - Ишимбай;43;<;0;18:50:00.0000000;ПН-ВС;NULL;NULL;NULL;Круглогодично
П 101 И Салават - Ишимбай;>;19:40:49.9966667;П 101 И Салават - Ишимбай;43;<;0;19:30:00.0000000;ПН-ВС;NULL;NULL;NULL;Круглогодично
П 101 И Салават - Ишимбай;>;20:00:49.9966667;П 101 И Салават - Ишимбай;43;<;0;20:00:00.0000000;ПН-ВС;NULL;NULL;NULL;Круглогодично
П 101 Кумертау - Мелеуз;<;08:11:59.7200000;П 101 Кумертау - Мелеуз;43;>;0;08:00:00.0000000;ПН-ВС;NULL;NULL;NULL;Круглогодично
П 101 Кумертау - Мелеуз;<;17:11:59.7200000;П 101 Кумертау - Мелеуз;43;>;0;17:00:00.0000000;ПН-ВС;NULL;NULL;NULL;Круглогодично
П 101 Кумертау - Мелеуз;>;08:11:59.7200000;П 101 Кумертау - Мелеуз;43;<;0;08:00:00.0000000;ПН-ВС;NULL;NULL;NULL;Круглогодично
П 101 Кумертау - Мелеуз;>;09:11:59.7200000;П 101 Кумертау - Мелеуз;43;<;0;09:00:00.0000000;ПН-ВС;NULL;NULL;NULL;Круглогодично
П 101 Кумертау - Мелеуз;>;09:41:59.7200000;П 101 Кумертау - Мелеуз;43;<;0;09:30:00.0000000;ПН-ВС;NULL;NULL;NULL;Круглогодично
П 101 Кумертау - Мелеуз;>;16:41:59.7200000;П 101 Кумертау - Мелеуз;43;<;0;16:30:00.0000000;ПН-ВС;NULL;NULL;NULL;Круглогодично
П 101 Кумертау - Мелеуз;>;17:11:59.7200000;П 101 Кумертау - Мелеуз;43;<;0;17:00:00.0000000;ПН-ВС;NULL;NULL;NULL;Круглогодично
