119 Т;Стерлитамак АВ - Янгискаин;42,4618674269423
210;Стерлитамак АВ-д. Северная;35,760907504363
190;Стерлитамак АВ-Зилим-Караново;71,5966082756979
201;Стерлитамак АВ-Кабакуш;54,9962806411447
220;Стерлитамак АВ-Коварды;85,8600781226793
250;Стерлитамак АВ-Красноармейский;51,7244368411125
116;Стерлитамак АВ-Месели-Манеево;36,7830675680275
205;Стерлитамак АВ-Мраково;33,5664942700838
240;Стерлитамак АВ-Саитбаба;87,6806441616902
500;Стерлитамак АВ-Салихово ч/з Канакаево;25,7614976459311
282;Стерлитамак АВ-сан. Красноусольский;56,3688829879395
149;Стерлитамак АВ-Стерлибашево АС;52,1854905336941
680;Стерлитамак АВ-Стерлибашево Ас - Уч. Асан;55,5184210432852
170;Стерлитамак АВ-Стерлибашево АС- Янгурча;45,7018227199788
244;Стерлитамак АВ-Тавричанка;28,978499521528
225;Стерлитамак АВ-Юмагузино;56,1492069755408
145;Стерлитамак-Белое озеро-Антоновка;56,9011481756451
282;Стерлитамак-Красноусольск АС;48,1197926436597
108;Туймазы - НижнеЗаитово;19,5171671380034
590;Туймазы - Уфа;165,731277926958
595;Туймазы - Уфа через Кандры;149,719084511182
1;Туймазы - Якшаево;20,1122768431683
2;Туймазы- Октябрьский- Серафимовский;33,3893330891927
586;Уфа - Агидель;155,370820944897
578;Уфа - Акъяр;172,458100505097
154;Уфа - Александровка;39,0487773424349
582;Уфа - Архангельское ч/з Булгаково;89,6690628959324
604;Уфа - Архангельское ч/з Кабаково;80,8199604786667
567;Уфа - Аскино ч/з Благовещенск;113,286186841969
567;Уфа - Аскино ч/з Зап. развилку;88,4740148176277
150;Уфа - Балагушево;43,9618644067797
530;Уфа - Белебей;180,576406359862
534;Уфа - Бирск ч/з Благовещенск;89,3676106530035
594;Уфа - Бураево ч/з Зап. развилку;97,8905442987684
547;Уфа - В. Татышлы;118,547653230443
592;Уфа - Валентиновка;87,2575306270979
737;Уфа - Кандры;136,601408689749
577;Уфа - Караидель ч/з Благовещенск;109,051957484604
577;Уфа - Караидель ч/з Зап. развилку;113,631355932203
591;Уфа - Кумертау;137,57292071262
113;Уфа - Кумлекулево;23,5014249533883
258;Уфа - Кушнаренково;53,9806330681055
108;Уфа - Лесхоз;14,5
557;Уфа - Мишкино ч/з Зап. развилку;84,2798750268809
601;Уфа - Мраково;103,374781556266
588;Уфа - Нефтекамск б/з в Дюртюли;216,255322415883
600 С;Уфа - Октябрьский через Серафимовку;174,51349862259
600 Т;Уфа - Октябрьский через Туймазы;158,764568892872
798;Уфа - Сибай;150,070974501121
593;Уфа - Учалы;197,952168391404
571;Уфа - Федоровка;143,36273630059
584;Уфа - Янаул;107,184498444263
584;Уфа - Янаул ч/з зап. Развилку;106,712122952109
584;Уфа - Янаул ч/з Кр. Холм;115,880748974518
139;Уфа (Северный автовокзал)- Тикеево;34,0420944406825
101;Уфа (ул. Дзержинского) - Аэропорт;18,7844224831808
122;Уфа (Южный автовокзал) - Б.Славы - Авдон;4,39999961853027
127;Уфа (Южный автовокзал) - сан. Алкино;32,7710142067877
112;Уфа (Южный автовокзал) - Ц.Рынок - Миловка;16,6000003814697
124;Уфа (Южный автовокзал) - Шипово;6,53241869761236
142;Уфа (Южный автовокзал)-Енгалышево;31,5331406187481
531;Уфа -Стерлитамак;128,909585219505
120;Уфа Южный АВ - Мусино;30,1570459019919
117 к;Уфа Южный АВ - Первушино;30,7182520689573
828;Учалы - Стерлитамак;168,14556821466
500;Федоровка АС- Салават АВ;67,077161669921
503;Федоровка АС-Стерлитамак АВ ч\з Стерлибашево АС;72,8708863147297
202;Чекмагуш-Дюртюли;33,7257842224128
151;Чишмы-Уфа;4,17395029222037
809;Шаран - Уфа ч/з Чекмагуш;144,101290483668
119;Шаран-Туймазы;28,7961408560338
770;Янаул - Бирск;102,514406430089
744;Янаул - Октябрьский;180,149943130055
110 Я;Янаул - Чургулды;45,0529945054945
102;Янаул-Калтасы;35,7689241422697
118;Янаул-Кармановская ГРЭС;20,7282389591351
109;Янаул-Кр. Холм;31,5399879735418
105;Нефтекамск-Н. Буртюк;29,8823529411765
105;Уфа (К.Рынок)-В.Изяк;35,3040187916857
107;Уфа - Суровка;14,9684721099434
111;Уфа (К.Рынок)-Ст.Черкассы;5,14193531774705
111;Уфа (фирма МИР) - Кармасан;17,0999992688497
113 к;"Уфа - Сады ""Бачурино""";25,2368131784292
114;"Уфа южный АВ - Сады ""Юматово""";33,7238931291886
115;Уфа ТК Центральный - Алексеевка (Теплиный комплекс);12,5
120 к;Уфа - Сады УАИ;42,9383999938965
121;Нефтекамск-Калегино;11,3660130718954
123;Бирск-Каргино;25,9778007821486
125;Уфа (Южный автовокзал) - Федоровка;28,1134020618557
129;Уфа южный АВ - Бузовьязы;47,8645348770674
132;Уфа (Северный автовокзал)-Федоровка;26,7864405522912
154;Стерлитамак - Утяково;47,4137234989394
156;"Уфа - Сады ""Каряка""";40,5349875663703
157;Уфа - Фомичево;41,5125125125125
164;Уфа (Южный автовокзал) - Нижегородка;4,70000076293945
164 Т;Уфа (Южный автовокзал) - Таптыково;3,3856287345201
165;Уфа (К.Рынок)-Иглино;22,6765956472843
185;Стерлитамак АВ-Стерлибашево АС - Булаж;56,3433707917674
242;Мелеуз-В.Биккузино;45,6183391229694
282;Стерлитамак АВ-пос. Красноусольский;56,4285714285714
510;Стерлитамак АВ-Наумкино - Толбазы АС;36,5870374220389
551И;Уфа - Салават через Ишимбай;173,179178683927
552;Красноусольск - Уфа;146
564;Калтасы - Уфа;135,283018867925
674;Дюртюли - Нефтекамск;90,1831120938326
698;сан. Красноусольск - Салават;84,031738069137
792;Зилаир - Сибай ч/з Юлдыбаево;75,6852014010508
800К;Белебей - Стерлитамак через Киргиз Мияки;89,0474810881965
805;Белорецк - Учалы;62,4683128686695
