Мелеуз-В.Биккузино;242;69.500000000000
Уфа - Караидель ч/з Зап. развилку;577;69.250000000000
"""Уфа - Сады """"Лесная поляна""""""";123;68.000000000000
Шаран - Уфа ч/з Чекмагуш;809;67.000000000000
Уфа - Янаул;584;66.250000000000
Кармаскалы- Уфа (Южный автовокзал);253 к;66.250000000000
Дюртюли - Уфа;536;66.000000000000
Уфа - Федоровка;571;64.500000000000
Дюртюли- Базитамак;107;62.750000000000
Нефтекамск - Карманово;112 э;60.250000000000
Стерлитамак - Сады Сосновка;132;60.000000000000
Кумертау-Михайловка;110;59.000000000000
"""Стерлитамак - Сады """"Подлесное""""""";159;59.000000000000
Уфа - Акъяр;578;58.750000000000
Семилетка-В.Яркеево;105;58.000000000000
Калтасы - Уфа;564;58.000000000000
Нефтекамск-Ст.Уразаево с/о;108;57.000000000000
Октябрьский - Ермекеево;621;56.000000000000
Туймазы - Якшаево;1;55.500000000000
Уфа (Северный автовокзал)-Федоровка;132;55.000000000000
Янаул-Кармановская ГРЭС;118;53.000000000000
Уфа - Архангельское ч/з Булгаково;582;50.000000000000
Русский Юрмаш - Уфа (Южный автовокзал);130;49.999999999993
Стерлитамак АВ-Стерлибашево АС;149;48.000000000000
Бирск-Каргино;123;48.000000000000
Октябрьский - Белебей;619;47.750000000000
Уфа - Бирск ч/з Благовещенск;534;47.250000000000
"""Уфа - Сады """"Бачурино""""""";113 к;47.000000000000
Октябрьский-Шахово;113;47.000000000000
Исянгулово - Уфа;611;46.750000000000
Белебей - Стерлитамак через Киргиз Мияки;800К;46.500000000000
Белебей - Туймазы;633;46.000000000000
Нефтекамск - Ст. Янзигит ч/з Ст. Мушта;106;45.500000000000
Учалы - Стерлитамак;828;45.250000000000
Уфа (К.Рынок)-Иглино;165;45.000000000000
Сибай - Стерлитамак;918;44.750000000000
Белебей-Суккулово;117;44.250000000000
Мелеуз-Юмагузино;241;44.000000000000
Стерлитамак - Кармаскалы;122;44.000000000000
Стерлитамак - Наумкино;290;43.750000000000
Уфа (Южный автовокзал)-Енгалышево;142;43.500000000000
Уфа - Архангельское ч/з Кабаково;604;41.750000000000
Сибай - Акъяр ч/з Подольск;750;41.750000000000
Бижбуляк - Белебей;645;41.250000000000
Мелеуз-Мраково;225;41.250000000000
Уфа-Н.Киешки;572;40.750000000000
Бижбуляк - Уфа ч/з Аксеново;560;40.500000000000
Октябрьский - Нефтекамск;626;40.250000000000
Янаул - Чургулды;110 Я;39.500000000000
Кумертау-Кинзебаево;105;39.500000000000
В. Яркеево-Дюртюли;110;38.000000000000
