Г 039 Гостиница «Башкортостан» - Ул. Ю. Гагарина;>;ул. Ленина, ул. Кирова, ул. Цюрупы, ул. Чернышевского, ул. Карла Маркса, бульвар Ибрагимова, ул. Пархоменко, ул. Города Галле, ул. Рихарда Зорге, ул. 50 лет СССР, пр. Октября, ул. Шафиева, ул. Комсомольская, ул. Российская, Уфимское ш., Уфимское шоссе, ул. Чудская, ул. Сипайловская, ул. Баязита Бикбая, ул. Маршала Жукова, ул. Юрия Гагарина
Г 043 Северный автовокзал - Новые Черкассы;<;ул. Юрия Гагарина, Автодорога Уфа - Черкассы, ул. Чекмагушевская, Бирский тракт, ул. Свободы, ул. Александра Невского, ул. Кольцевая, ул. Мира, ул. Кольцевая, Автодорога Р240 Уфа – Оренбург, ул. Кольцевая, ул. Конституции, ул. Комарова, ул. Кемеровская, Кемеровская ул.
Г 043 Северный автовокзал - Новые Черкассы;>;ул. Кемеровская, ул. Комарова, ул. Конституции, ул. Кольцевая, ул. Ульяновых, ул. Кольцевая, ул. Мира, ул. Кольцевая, ул. Александра Невского, ул. Свободы, Бирский тракт, ул. Чекмагушевская, Автодорога Уфа - Черкассы, ул. Юрия Гагарина
Г 055 мкр Белореченский - ТК Центральный;<;ул. Цюрупы, ул. 50-летия Октября, ул. Айская, ул. Революционная, ул. Сагита Агиша, ул. Менделеева, ул. Степана Кувыкина, ул. Батырская, ул. Авроры
Г 055 мкр Белореченский - ТК Центральный;>;ул. Авроры, ул. Батырская, ул. Степана Кувыкина, ул. Менделеева, ул. Сагита Агиша, ул. Революционная, ул. Айская, ул. 50-летия Октября, ул. Пархоменко, бульвар Ибрагимова, ул. Цюрупы
Г 057А Уфимское управление буровых работ - Больница №21;<;"подъезд к Дёме-2, Дёмское шоссе, ул. Правды, ул. Ухтомского, Ухтомского ул., ул. Левитана, Левитана ул., ул. Новороссийская, ул. Центральная, а.д. М-5 ""Урал"""
Г 057А Уфимское управление буровых работ - Больница №21;>;ул. Центральная, ул. Новороссийская, Левитана ул., ул. Левитана, Левитана ул., Таллинская ул., ул. Правды, Дёмское шоссе, подъезд к Дёме-2
Г 071 Уфимский ДОК - ТРЦ Планета;<;ул. Энтузиастов, ул. Лесотехникума, ул. Комсомольская, ул. Российская, Уфимское ш., Уфимское шоссе, ул. Трамвайная, ул. Седова, ул. Сельская Богородская, бульвар Тухвата Янаби, ул. Фронтовых Бригад
Г 071 Уфимский ДОК - ТРЦ Планета;>;ул. Фронтовых Бригад, бульвар Тухвата Янаби, ул. Сельская Богородская, ул. Седова, ул. Трамвайная, Уфимское шоссе, Уфимское ш., ул. Российская, ул. Комсомольская, ул. Лесотехникума, ул. Энтузиастов
Г 073 Больница №21 - ТЦ МЕГА-УФА;<;"Лесной проезд, бульвар Молодёжный, ул. 50 лет СССР, ул. Менделеева, ул. Энтузиастов, ул. Лесотехникума, ул. Комсомольская, ул. Бессонова, ул. Николая Дмитриева, ул. Революционная, ул. Айская, ул. Воровского, пр. Салавата Юлаева, а.д. Р-240 ""Уфа - Оренбург"", подъезд к ТРК ""Мега"""
Г 073 Больница №21 - ТЦ МЕГА-УФА;>;"подъезд к ТРК ""Мега"", а.д. Р-240 ""Уфа - Оренбург"", пр. Салавата Юлаева, ул. Айская, ул. Революционная, ул. Николая Дмитриева, ул. Бессонова, ул. Комсомольская, ул. Лесотехникума, ул. Энтузиастов, ул. Менделеева, ул. 50 лет СССР, бульвар Молодёжный, Лесной проезд"
Г 200 Адмирала Макарова - Южный микрорайон;<;ул. Зайнаб Биишевой, ул. Габдуллы Амантая, ул. Файзи Гаскарова, ул. Авроры, ул. Рабкоров, ул. Степана Кувыкина, ул. Менделеева, ул. Минигали Габайдуллина, ул. Кирова, ул. Айская, ул. 8 Марта, ул. Комсомольская, ул. Российская, ул. Шота Руставели, ул. Адмирала Макарова, ул. Трамвайная, Уфимское шоссе
Г 200 Адмирала Макарова - Южный микрорайон;>;Уфимское шоссе, ул. Шота Руставели, ул. Российская, ул. Комсомольская, ул. 8 Марта, ул. Айская, ул. Кирова, ул. Минигали Габайдуллина, ул. Менделеева, ул. Степана Кувыкина, ул. Рабкоров, ул. Авроры, ул. Софьи Перовской, ул. Зайнаб Биишевой
