Петровск (Петровское)-Стерлитамак;116;0.000000;0.000000;95.190000;4.810000
"""Уфа - П/т """"Автомобилист""""""";126;65.380000;34.620000;0.000000;0.000000
Стерлитамак - Утяково;154;0.000000;92.000000;8.000000;0.000000
Нордовка-Салават;123 ф;100.000000;0.000000;0.000000;0.000000
Уфа - Мраково;601;21.650000;27.840000;50.520000;0.000000
Кумертау-Мраково;118;0.000000;21.280000;78.720000;0.000000
Белебей - Уфа;530Р;10.640000;60.640000;28.720000;0.000000
Уфа (Южный автовокзал)-Тимкино;121 соц;65.220000;0.000000;34.780000;0.000000
Аскарово- Сибай;844;19.540000;54.020000;26.440000;0.000000
Саит-Баба-Уфа;741;6.980000;44.190000;48.840000;0.000000
Сибай-Исяново;522;0.000000;100.000000;0.000000;0.000000
Бакалы - Туймазы;629;9.520000;9.520000;80.950000;0.000000
Бирск-Баймурзино;127;21.950000;3.660000;74.390000;0.000000
Уфа (Южный автовокзал) - сан. Алкино;127;95.080000;0.000000;4.920000;0.000000
Кармаскалы-Уфа (Южный автовокзал);253 соц;40.000000;60.000000;0.000000;0.000000
Архангельское - Стерлитамак ч/з З.Караново;919;0.000000;100.000000;0.000000;0.000000
Стерлитамак АВ-Мраково;205;27.500000;55.000000;17.500000;0.000000
Мелеуз - Уфа;581;0.000000;0.000000;92.410000;7.590000
Белебей-М.Москва;132;0.000000;10.530000;89.470000;0.000000
Уфа - Александровка;154;64.710000;0.000000;35.290000;0.000000
Стерлитамак АВ-Стерлибашево АС - Булаж;185;0.000000;50.000000;50.000000;0.000000
сан. Красноусольск - Салават;698;0.000000;0.000000;100.000000;0.000000
Дюртюли - Нефтекамск;674;0.000000;0.000000;100.000000;0.000000
Уфа - Нефтекамск б/з в Дюртюли;588;0.000000;0.000000;0.000000;100.000000
Аскарово- Белорецк;924;3.030000;0.000000;96.970000;0.000000
Уфа - Салават через Ишимбай;551И;62.120000;0.000000;31.820000;6.060000
"""Уфа южный АВ - Сады """"Юматово""""""";114;100.000000;0.000000;0.000000;0.000000
Уфа Южный АВ - Первушино;117 к;81.250000;0.000000;18.750000;0.000000
Янаул - Бирск;770;100.000000;0.000000;0.000000;0.000000
Уфа (Южный автовокзал) - Федоровка;125;100.000000;0.000000;0.000000;0.000000
"""Уфа - Сады """"Каряка""""""";156;60.000000;0.000000;40.000000;0.000000
Уфа - Октябрьский через Серафимовку;600 С;0.000000;96.670000;3.330000;0.000000
Стерлитамак АВ - Янгискаин;119 Т;0.000000;0.000000;100.000000;0.000000
Старобалтачево - Нефтекамск  065675 С;65675 С;41.070000;58.930000;0.000000;0.000000
Уфа - Балагушево;150;78.570000;0.000000;21.430000;0.000000
Нефтекамск - Старобалтачево  065673 С;65673 С;61.220000;26.530000;12.240000;0.000000
Кандры - Туймазы;NULL;22.730000;70.450000;6.820000;0.000000
Янаул - Бураево;570к;0.000000;100.000000;0.000000;0.000000
Стерлитамак АВ-Месели-Манеево;116;40.480000;33.330000;26.190000;0.000000
Туймазы - Сайраново ч/з Кандры;NULL;14.630000;68.290000;17.070000;0.000000
Нефтекамск-Карякино;132;7.320000;51.220000;41.460000;0.000000
Чекмагуш-Уфа;533;0.000000;0.000000;100.000000;0.000000
Сибай - Кумертау;738;60.000000;40.000000;0.000000;0.000000
Самарское - Сибай ч/з Акъяр АС 750;"750       ";100.000000;0.000000;0.000000;0.000000
Уфа - Янаул ч/з Кр. Холм;584;27.780000;66.670000;5.560000;0.000000
Нефтекамск-Н. Буртюк;105;0.000000;0.000000;100.000000;0.000000
Бирск - Измарино  341160;"341160    ";0.000000;42.420000;57.580000;0.000000
Уфа (фирма МИР) - Кармасан;111;100.000000;0.000000;0.000000;0.000000
Караидель - Бирск;653;0.000000;0.000000;100.000000;0.000000
Стерлитамак АВ-Стерлибашево Ас - Уч. Асан;680;32.000000;68.000000;0.000000;0.000000
Стерлитамак АВ-Зилим-Караново;190;42.860000;0.000000;57.140000;0.000000
Уфа южный АВ - Бузовьязы;129;40.000000;0.000000;60.000000;0.000000
Зилаир - Сибай ч/з Юлдыбаево;792;0.000000;60.000000;40.000000;0.000000
Стерлитамак АВ-Салихово ч/з Канакаево;500;53.330000;0.000000;46.670000;0.000000
Стерлитамак АВ-Кабакуш;201;0.000000;52.630000;47.370000;0.000000
Стерлитамак АВ-д. Северная;210;0.000000;50.000000;50.000000;0.000000
Стерлитамак АВ-Саитбаба;240;35.290000;64.710000;0.000000;0.000000
Стерлитамак-Белое озеро-Антоновка;145;25.000000;75.000000;0.000000;0.000000
Нефтекамск-Калегино;121;0.000000;100.000000;0.000000;0.000000
Стерлитамак АВ-Коварды;220;0.000000;100.000000;0.000000;0.000000
Стерлитамак АВ-Юмагузино;225;23.080000;76.920000;0.000000;0.000000
Нефтекамск - В. Татышлы - Ст. Балтачево;675;0.000000;100.000000;0.000000;0.000000
Стерлитамак - Стерлибашево ч/з Кабакуш;NULL;100.000000;0.000000;0.000000;0.000000
Уфа - Сады УАИ;120 к;0.000000;100.000000;0.000000;0.000000
Красный Холм - Ст.Яшь;NULL;0.000000;100.000000;0.000000;0.000000
Уфа - Фомичево;157;100.000000;0.000000;0.000000;0.000000
