П 107 Уфа - Суровка ПН-ПТ;Южный автовокзал;1042;19:30 - 21:15;15;;19:32;;21:02;
П 107 Уфа - Суровка ПН-ПТ;Ул. Ахметова;626;06:15 - 07:30;15;;06:17;;07:17;
П 107 Уфа - Суровка ПН-ПТ;Ул. Ахметова;626;07:15 - 10:30;10;;07:17;;10:17;
П 107 Уфа - Суровка ПН-ПТ;Ул. Ахметова;626;10:15 - 17:00;15;;10:17;;16:47;
П 107 Уфа - Суровка ПН-ПТ;Ул. Ахметова;626;16:45 - 20:00;10;;16:47;;19:47;
П 107 Уфа - Суровка ПН-ПТ;Ул. Ахметова;626;19:45 - 21:30;15;;19:47;;21:17;
П 107 Уфа - Суровка ПН-ПТ;"""Рынок """"Зареченский""""""";450;06:15 - 07:30;15;;06:19;;07:19;
П 107 Уфа - Суровка ПН-ПТ;"""Рынок """"Зареченский""""""";450;07:15 - 10:30;10;;07:19;;10:19;
П 107 Уфа - Суровка ПН-ПТ;"""Рынок """"Зареченский""""""";450;10:15 - 17:00;15;;10:19;;16:49;
П 107 Уфа - Суровка ПН-ПТ;"""Рынок """"Зареченский""""""";450;16:45 - 20:00;10;;16:49;;19:49;
П 107 Уфа - Суровка ПН-ПТ;"""Рынок """"Зареченский""""""";450;19:45 - 21:30;15;;19:49;;21:19;
П 107 Уфа - Суровка ПН-ПТ;Михайловка;5775;06:15 - 07:30;15;;06:28;;07:28;
П 107 Уфа - Суровка ПН-ПТ;Михайловка;5775;07:15 - 10:30;10;;07:28;;10:28;
П 107 Уфа - Суровка ПН-ПТ;Михайловка;5775;10:15 - 17:00;15;;10:28;;16:58;
П 107 Уфа - Суровка ПН-ПТ;Михайловка;5775;16:45 - 20:00;10;;16:58;;19:58;
П 107 Уфа - Суровка ПН-ПТ;Михайловка;5775;19:45 - 21:30;15;;19:58;;21:28;
П 107 Уфа - Суровка ПН-ПТ;д. Суровка;5560;06:30 - 07:45;15;;06:37;;07:37;
П 107 Уфа - Суровка ПН-ПТ;д. Суровка;5560;07:30 - 10:45;10;;07:37;;10:37;
П 107 Уфа - Суровка ПН-ПТ;д. Суровка;5560;10:30 - 17:15;15;;10:37;;17:07;
П 107 Уфа - Суровка ПН-ПТ;д. Суровка;5560;17:00 - 20:15;10;;17:07;;20:07;
П 107 Уфа - Суровка ПН-ПТ;д. Суровка;5560;20:00 - 21:45;15;;20:07;;21:37;
П 107 Уфа - Суровка ПН-ПТ;Сады (для 107 м-та);5886;06:30 - 07:45;15;;06:43;;07:43;
П 107 Уфа - Суровка ПН-ПТ;Сады (для 107 м-та);5886;07:30 - 10:45;10;;07:43;;10:43;
П 107 Уфа - Суровка ПН-ПТ;Сады (для 107 м-та);5886;10:30 - 17:15;15;;10:43;;17:13;
П 107 Уфа - Суровка ПН-ПТ;Сады (для 107 м-та);5886;17:00 - 20:15;10;;17:13;;20:13;
П 107 Уфа - Суровка ПН-ПТ;Сады (для 107 м-та);5886;20:00 - 21:45;15;;20:13;;21:43;
П 107 Уфа - Суровка СБ-ВС;Сады (для 107 м-та);5886;10:00 - 16:30;;15;;10:00;;16:30
П 107 Уфа - Суровка СБ-ВС;Сады (для 107 м-та);5886;16:30 - 19:30;;10;;16:30;;19:30
П 107 Уфа - Суровка СБ-ВС;Сады (для 107 м-та);5886;19:30 - 21:00;;15;;19:30;;21:00
П 107 Уфа - Суровка СБ-ВС;Суровка;5914;10:00 - 16:45;;15;;10:05;;16:35
П 107 Уфа - Суровка СБ-ВС;Суровка;5914;16:30 - 19:45;;10;;16:35;;19:35
П 107 Уфа - Суровка СБ-ВС;Суровка;5914;19:30 - 21:15;;15;;19:35;;21:05
П 107 Уфа - Суровка СБ-ВС;перек. Михайловка (в ст. города)/ перек. Михайловка (в ст. д. Суровка);5774;10:00 - 16:45;;15;;10:14;;16:44
П 107 Уфа - Суровка СБ-ВС;перек. Михайловка (в ст. города)/ перек. Михайловка (в ст. д. Суровка);5774;16:30 - 19:45;;10;;16:44;;19:44
П 107 Уфа - Суровка СБ-ВС;перек. Михайловка (в ст. города)/ перек. Михайловка (в ст. д. Суровка);5774;19:30 - 21:15;;15;;19:44;;21:14
П 107 Уфа - Суровка СБ-ВС;"""Рынок """"Зареченский""""""";449;10:15 - 17:00;;15;;10:22;;16:52
П 107 Уфа - Суровка СБ-ВС;"""Рынок """"Зареченский""""""";449;16:45 - 20:00;;10;;16:52;;19:52
П 107 Уфа - Суровка СБ-ВС;"""Рынок """"Зареченский""""""";449;19:45 - 21:30;;15;;19:52;;21:22
П 107 Уфа - Суровка СБ-ВС;Ул. Ахметова;627;10:15 - 17:00;;15;;10:25;;16:55
П 107 Уфа - Суровка СБ-ВС;Ул. Ахметова;627;16:45 - 20:00;;10;;16:55;;19:55
П 107 Уфа - Суровка СБ-ВС;Ул. Ахметова;627;19:45 - 21:30;;15;;19:55;;21:25
П 107 Уфа - Суровка СБ-ВС;Южный автовокзал;1045;10:30 - 17:15;;15;;10:41;;17:11
П 107 Уфа - Суровка СБ-ВС;Южный автовокзал;1045;17:00 - 20:15;;10;;17:11;;20:11
П 107 Уфа - Суровка СБ-ВС;Южный автовокзал;1045;20:00 - 21:45;;15;;20:11;;21:41
П 107 Уфа - Суровка СБ-ВС;"""Фирма """"Мир""""""";988;10:30 - 17:15;;15;;10:43;;17:13
П 107 Уфа - Суровка СБ-ВС;"""Фирма """"Мир""""""";988;17:00 - 20:15;;10;;17:13;;20:13
П 107 Уфа - Суровка СБ-ВС;"""Фирма """"Мир""""""";988;20:00 - 21:45;;15;;20:13;;21:43
П 107 Уфа - Суровка СБ-ВС;"""Фирма """"Мир""""""";988;10:00 - 16:30;15;;10:00;;16:30;
П 107 Уфа - Суровка СБ-ВС;"""Фирма """"Мир""""""";988;16:30 - 19:30;10;;16:30;;19:30;
П 107 Уфа - Суровка СБ-ВС;"""Фирма """"Мир""""""";988;19:30 - 21:00;15;;19:30;;21:00;
П 107 Уфа - Суровка СБ-ВС;Южный автовокзал;1042;10:00 - 16:45;15;;10:02;;16:32;
П 107 Уфа - Суровка СБ-ВС;Южный автовокзал;1042;16:30 - 19:45;10;;16:32;;19:32;
П 107 Уфа - Суровка СБ-ВС;Южный автовокзал;1042;19:30 - 21:15;15;;19:32;;21:02;
П 107 Уфа - Суровка СБ-ВС;Ул. Ахметова;626;10:15 - 17:00;15;;10:17;;16:47;
П 107 Уфа - Суровка СБ-ВС;Ул. Ахметова;626;16:45 - 20:00;10;;16:47;;19:47;
П 107 Уфа - Суровка СБ-ВС;Ул. Ахметова;626;19:45 - 21:30;15;;19:47;;21:17;
П 107 Уфа - Суровка СБ-ВС;"""Рынок """"Зареченский""""""";450;10:15 - 17:00;15;;10:19;;16:49;
П 107 Уфа - Суровка СБ-ВС;"""Рынок """"Зареченский""""""";450;16:45 - 20:00;10;;16:49;;19:49;
П 107 Уфа - Суровка СБ-ВС;"""Рынок """"Зареченский""""""";450;19:45 - 21:30;15;;19:49;;21:19;
П 107 Уфа - Суровка СБ-ВС;Михайловка;5775;10:15 - 17:00;15;;10:28;;16:58;
П 107 Уфа - Суровка СБ-ВС;Михайловка;5775;16:45 - 20:00;10;;16:58;;19:58;
П 107 Уфа - Суровка СБ-ВС;Михайловка;5775;19:45 - 21:30;15;;19:58;;21:28;
П 107 Уфа - Суровка СБ-ВС;д. Суровка;5560;10:30 - 17:15;15;;10:37;;17:07;
П 107 Уфа - Суровка СБ-ВС;д. Суровка;5560;17:00 - 20:15;10;;17:07;;20:07;
П 107 Уфа - Суровка СБ-ВС;д. Суровка;5560;20:00 - 21:45;15;;20:07;;21:37;
П 107 Уфа - Суровка СБ-ВС;Сады (для 107 м-та);5886;10:30 - 17:15;15;;10:43;;17:13;
П 107 Уфа - Суровка СБ-ВС;Сады (для 107 м-та);5886;17:00 - 20:15;10;;17:13;;20:13;
П 107 Уфа - Суровка СБ-ВС;Сады (для 107 м-та);5886;20:00 - 21:45;15;;20:13;;21:43;
