128;299;108;Туймазы - НижнеЗаитово;19,258793281749
129;77;590;Туймазы - Уфа;168,203943901275
130;155;595;Туймазы - Уфа через Кандры;159,329527044577
131;1;1;Туймазы - Якшаево;20,1738876176416
132;27;2;Туймазы- Октябрьский- Серафимовский;42,9828907382646
133;73;586;Уфа - Агидель;155,833904198238
134;66;578;Уфа - Акъяр;163,60002518369
135;23;154;Уфа - Александровка;25,5009590412008
136;68;582;Уфа - Архангельское ч/з Булгаково;89,5164100189142
137;83;604;Уфа - Архангельское ч/з Кабаково;80,8624417710706
138;60;567;Уфа - Аскино ч/з Благовещенск;109,155821555885
139;61;567;Уфа - Аскино ч/з Зап. развилку;93,9423937133692
140;305;150;Уфа - Балагушево;43,441494277761
141;48;530;Уфа - Белебей;185,304961914712
142;51;534;Уфа - Бирск ч/з Благовещенск;81,9360735082181
143;134;594;Уфа - Бураево ч/з Зап. развилку;101,855295767435
144;53;547;Уфа - В. Татышлы;110,046160734226
145;79;592;Уфа - Валентиновка;87,9764808467561
146;101;737;Уфа - Кандры;165,128169125524
147;65;577;Уфа - Караидель ч/з Благовещенск;93,4050638777272
148;156;577;Уфа - Караидель ч/з Зап. развилку;111,847107954703
149;78;591;Уфа - Кумертау;169,076087458374
150;315;113;Уфа - Кумлекулево;11,4532500244774
151;39;258;Уфа - Кушнаренково;55,2573994926419
152;316;108;Уфа - Лесхоз;15,9576279975654
153;58;557;Уфа - Мишкино ч/з Зап. развилку;84,9107754183144
154;82;601;Уфа - Мраково;70,2557618384268
155;75;588;Уфа - Нефтекамск б/з в Дюртюли;110,175441419456
156;152;600 С;Уфа - Октябрьский через Серафимовку;172,292390255913
157;81;600 Т;Уфа - Октябрьский через Туймазы;164,134185550131
158;109;798;Уфа - Сибай;159,721350000166
159;80;593;Уфа - Учалы;200,196590404107
160;62;571;Уфа - Федоровка;104,016226445705
161;69;584;Уфа - Янаул;98,848987420014
162;70;584;Уфа - Янаул ч/з зап. Развилку;103,202542187433
163;72;584;Уфа - Янаул ч/з Кр. Холм;112,136415723199
164;18;139;Уфа (Северный автовокзал)- Тикеево;9,41869797621924
165;3;101;Уфа (ул. Дзержинского) - Аэропорт;15,9608846726367
166;346;122;Уфа (Южный автовокзал) - Б.Славы - Авдон;34,3814266651718
167;17;127;Уфа (Южный автовокзал) - сан. Алкино;27,5974107727291
168;351;112;Уфа (Южный автовокзал) - Ц.Рынок - Миловка;5,04581995322382
169;352;124;Уфа (Южный автовокзал) - Шипово;29,8372792146121
170;354;142;Уфа (Южный автовокзал)-Енгалышево;33,070651781072
171;49;531;Уфа -Стерлитамак;128,178604375046
172;360;120;Уфа Южный АВ - Мусино;16,2952499419717
173;361;117 к;Уфа Южный АВ - Первушино;31,975779262342
174;113;828;Учалы - Стерлитамак;158,112285770763
175;153;500;Федоровка АС- Салават АВ;67,4711285854908
176;44;503;Федоровка АС-Стерлитамак АВ ч\з Стерлибашево АС;66,5813208196159
177;364;202;Чекмагуш-Дюртюли;29,4180150157879
178;21;151;Чишмы-Уфа;10,7708625495053
179;111;809;Шаран - Уфа ч/з Чекмагуш;135,30290826884
180;386;119;Шаран-Туймазы;24,6531529900058
181;107;770;Янаул - Бирск;94,7056165755264
182;135;744;Янаул - Октябрьский;187,274185912053
183;372;110 Я;Янаул - Чургулды;47,0250382715342
184;143;102;Янаул-Калтасы;30,6063138730598
185;373;118;Янаул-Кармановская ГРЭС;21,083714203727
186;374;109;Янаул-Кр. Холм;32,4893732924111
187;121;105;Нефтекамск-Н. Буртюк;23,2948124706745
188;6;105;Уфа (К.Рынок)-В.Изяк;28,3713007926941
189;NULL;107;Уфа - Суровка;NULL
190;337;111;Уфа (К.Рынок)-Ст.Черкассы;9,21335184539674
191;344;111;Уфа (фирма МИР) - Кармасан;14,9150009155273
192;323;113 к;"""Уфа - Сады """"Бачурино""""""";14,6453543675097
193;362;114;"""Уфа южный АВ - Сады """"Юматово""""""";31,4930004119873
194;357;115;Уфа ТК Центральный - Алексеевка (Теплиный комплекс);12,2867382428208
195;327;120 к;Уфа - Сады УАИ;38,6867141723633
196;223;121;Нефтекамск-Калегино;17,578206917025
197;177;123;Бирск-Каргино;21,9658838371898
198;350;125;Уфа (Южный автовокзал) - Федоровка;23,3505478953267
199;359;129;Уфа южный АВ - Бузовьязы;52,1468694935674
200;342;132;Уфа (Северный автовокзал)-Федоровка;14,4953205685656
201;286;154;Стерлитамак - Утяково;51,1194541237571
202;324;156;"""Уфа - Сады """"Каряка""""""";40,9263334955488
203;333;157;Уфа - Фомичево;37,564998626709
204;348;164;Уфа (Южный автовокзал) - Нижегородка;25,7749506813682
205;349;164 Т;Уфа (Южный автовокзал) - Таптыково;22,2014045715332
206;335;165;Уфа (К.Рынок)-Иглино;24,8804993262658
207;25;185;Стерлитамак АВ-Стерлибашево АС - Булаж;57,9159384659731
208;36;242;Мелеуз-В.Биккузино;48,1396884075431
209;NULL;282;Стерлитамак АВ-пос. Красноусольский;NULL
210;45;510;Стерлитамак АВ-Наумкино - Толбазы АС;43,5085105048286
211;NULL;552;Красноусольск - Уфа;NULL
212;145;564;Калтасы - Уфа;115,580025718952
213;95;674;Дюртюли - Нефтекамск;86,8080714506261
214;99;698;сан. Красноусольск - Салават;87,6449493600541
215;108;792;Зилаир - Сибай ч/з Юлдыбаево;83,6931456413822
216;146;800К;Белебей - Стерлитамак через Киргиз Мияки;82,1162999926873
217;110;805;Белорецк - Учалы;66,8198677046034
