83;244;130;Русский Юрмаш - Уфа (Южный автовокзал);25,720744396804
84;103;741;Саит-Баба-Уфа;104,592570092095
85;139;101;Салават АВ- Стерлитамак АВ;28,9155941540585
86;141;101 и;Салават-Ишимбай;14,4200541918451
87;140;102;Салават-Мелеуз;36,0763427085999
88;126;106;Салават-Сухаревка;21,9695486198893
89;132;552С;сан. Красноусольск - Уфа;137,262125211331
90;250;282 к;сан. Красноусольск-Стерлитамак ч/з рынок;59,0811181717357
91;122;105;Семилетка-В.Яркеево;35,825043025536
92;71;750;Сибай - Акъяр ч/з Подольск;70,4417537769648
93;102;738;Сибай - Кумертау;323,105010986328
94;116;918;Сибай - Стерлитамак;135,927848820292
95;10;113;Сибай-Баймак;35,6753047766148
96;133;522;Сибай-Исяново;64,7239990234375
97;256;114;Сибай-Кусеево;24,7758939957243
98;262;281;Стерлитамак - Золотоношка;40,0657769505432
99;263;122;Стерлитамак - Кармаскалы;15,4977916879507
100;265;298;Стерлитамак - Максимовка - Алга;43,500303495735
101;7;106;Стерлитамак - Мебельный;23,9571872153328
102;267;290;Стерлитамак - Наумкино;23,8570334347852
103;268;111;Стерлитамак - с/х Рощинский;3,62124320662249
104;283;110-2;Стерлитамак - Сады Аэропорт 2;23,3399376902651
105;284;115;Стерлитамак - Семенкино;18,5866353234074
106;287;117;Стерлитамак - Шеверли;27,900926257822
107;288;119;Стерлитамак - Янгискаин;36,6748800002918
108;289;109;Стерлитамак (кол. Рынок) - Наумовка;14,3968108105343
109;290;113;Стерлитамак АВ - Талачево;16,2265811835705
110;292;119 Т;Стерлитамак АВ - Янгискаин;46,9676720448587
111;30;210;Стерлитамак АВ-д. Северная;34,6549800919405
112;26;190;Стерлитамак АВ-Зилим-Караново;71,122361276933
113;28;201;Стерлитамак АВ-Кабакуш;53,5528737759046
114;31;220;Стерлитамак АВ-Коварды;82,4458017820641
115;38;250;Стерлитамак АВ-Красноармейский;39,4153327941895
116;13;116;Стерлитамак АВ-Месели-Манеево;30,9941039543933
117;29;205;Стерлитамак АВ-Мраково;30,1570255191218
118;35;240;Стерлитамак АВ-Саитбаба;87,9671333967815
119;43;500;Стерлитамак АВ-Салихово ч/з Канакаево;32,9899293340137
120;41;282;Стерлитамак АВ-сан. Красноусольский;62,9359402567238
121;20;149;Стерлитамак АВ-Стерлибашево АС;53,2318611293432
122;97;680;Стерлитамак АВ-Стерлибашево Ас - Уч. Асан;53,748880964126
123;24;170;Стерлитамак АВ-Стерлибашево АС- Янгурча;42,4984919715711
124;37;244;Стерлитамак АВ-Тавричанка;44,6411416190011
125;33;225;Стерлитамак АВ-Юмагузино;60,7945849425601
126;19;145;Стерлитамак-Белое озеро-Антоновка;48,0413134520081
127;295;282;Стерлитамак-Красноусольск АС;36,6356568748829
128;299;108;Туймазы - НижнеЗаитово;19,7816777518621
129;77;590;Туймазы - Уфа;167,82098499961
130;155;595;Туймазы - Уфа через Кандры;158,963389728073
131;1;1;Туймазы - Якшаево;19,7756915803594
132;27;2;Туймазы- Октябрьский- Серафимовский;49,9008729710845
133;73;586;Уфа - Агидель;155,252789524523
134;66;578;Уфа - Акъяр;171,003247997364
135;23;154;Уфа - Александровка;40,124325280651
136;68;582;Уфа - Архангельское ч/з Булгаково;68,9429976750934
137;83;604;Уфа - Архангельское ч/з Кабаково;79,1148492797852
138;60;567;Уфа - Аскино ч/з Благовещенск;139,356743333654
139;61;567;Уфа - Аскино ч/з Зап. развилку;105,236950147207
140;305;150;Уфа - Балагушево;42,6244817258793
141;48;530;Уфа - Белебей;185,177830512539
142;51;534;Уфа - Бирск ч/з Благовещенск;99,3407278028846
143;134;594;Уфа - Бураево ч/з Зап. развилку;95,7594747099123
144;53;547;Уфа - В. Татышлы;132,689411484096
145;79;592;Уфа - Валентиновка;88,4118002990721
146;101;737;Уфа - Кандры;166,278252111527
147;65;577;Уфа - Караидель ч/з Благовещенск;116,138239487339
148;156;577;Уфа - Караидель ч/з Зап. развилку;112,263652131203
149;78;591;Уфа - Кумертау;162,231670851299
150;315;113;Уфа - Кумлекулево;21,7487746691775
151;39;258;Уфа - Кушнаренково;56,2020750313628
152;316;108;Уфа - Лесхоз;19,9209995269775
153;58;557;Уфа - Мишкино ч/з Зап. развилку;84,0065164536848
154;82;601;Уфа - Мраково;71,6911967985436
155;75;588;Уфа - Нефтекамск б/з в Дюртюли;216,977916436495
156;152;600 С;Уфа - Октябрьский через Серафимовку;174,525010015193
157;81;600 Т;Уфа - Октябрьский через Туймазы;162,727206715643
158;109;798;Уфа - Сибай;167,763581918543
159;80;593;Уфа - Учалы;203,372651936045
160;62;571;Уфа - Федоровка;139,139800451167
161;69;584;Уфа - Янаул;114,785411711592
162;70;584;Уфа - Янаул ч/з зап. Развилку;112,124897918952
163;72;584;Уфа - Янаул ч/з Кр. Холм;119,780474872741
164;18;139;Уфа (Северный автовокзал)- Тикеево;31,6199255533866
165;3;101;Уфа (ул. Дзержинского) - Аэропорт;20,6796667620045
166;346;122;Уфа (Южный автовокзал) - Б.Славы - Авдон;34,7000007629395
167;17;127;Уфа (Южный автовокзал) - сан. Алкино;28,5485972188065
168;351;112;Уфа (Южный автовокзал) - Ц.Рынок - Миловка;5,30613720702195
169;352;124;Уфа (Южный автовокзал) - Шипово;33,3288476369779
170;354;142;Уфа (Южный автовокзал)-Енгалышево;30,9137130870203
171;49;531;Уфа -Стерлитамак;128,821107894476
172;360;120;Уфа Южный АВ - Мусино;28,1923089345753
173;361;117 к;Уфа Южный АВ - Первушино;31,8660134348826
174;113;828;Учалы - Стерлитамак;162,018632887916
175;153;500;Федоровка АС- Салават АВ;68,9405563555523
176;44;503;Федоровка АС-Стерлитамак АВ ч\з Стерлибашево АС;67,8856973809655
177;364;202;Чекмагуш-Дюртюли;22,1988896166169
178;21;151;Чишмы-Уфа;19,2969626100048
179;111;809;Шаран - Уфа ч/з Чекмагуш;149,04886481303
180;386;119;Шаран-Туймазы;25,4857946617685
181;107;770;Янаул - Бирск;103,736502544146
182;135;744;Янаул - Октябрьский;192,584620415313
183;372;110 Я;Янаул - Чургулды;45,2068268903675
184;143;102;Янаул-Калтасы;32,8213854165679
185;373;118;Янаул-Кармановская ГРЭС;20,4953620191326
186;374;109;Янаул-Кр. Холм;32,5679371991122
187;121;105;Нефтекамск-Н. Буртюк;27,3184081478232
188;6;105;Уфа (К.Рынок)-В.Изяк;28,5523422003438
189;331;107;Уфа - Суровка;14,5417754339822
190;337;111;Уфа (К.Рынок)-Ст.Черкассы;12,8115169999424
191;344;111;Уфа (фирма МИР) - Кармасан;28,7116758323418
192;323;113 к;"Уфа - Сады ""Бачурино""";21,7964010628626
193;362;114;"Уфа южный АВ - Сады ""Юматово""";31,6060544978307
194;357;115;Уфа ТК Центральный - Алексеевка (Теплиный комплекс);13,3777665970085
195;327;120 к;Уфа - Сады УАИ;41,8480709791183
196;223;121;Нефтекамск-Калегино;20,4861675180074
197;177;123;Бирск-Каргино;22,7116826441142
198;350;125;Уфа (Южный автовокзал) - Федоровка;27,3981523378084
199;359;129;Уфа южный АВ - Бузовьязы;53,3208047315809
200;342;132;Уфа (Северный автовокзал)-Федоровка;27,7757233572344
201;286;154;Стерлитамак - Утяково;50,2786946234765
202;324;156;"Уфа - Сады ""Каряка""";40,2745267016684
203;333;157;Уфа - Фомичево;37,1950595317372
204;348;164;Уфа (Южный автовокзал) - Нижегородка;25,8481132686456
205;349;164 Т;Уфа (Южный автовокзал) - Таптыково;22,8434359619912
206;335;165;Уфа (К.Рынок)-Иглино;22,9228823235694
207;25;185;Стерлитамак АВ-Стерлибашево АС - Булаж;57,3472018177153
208;36;242;Мелеуз-В.Биккузино;48,4718594854671
209;40;282;Стерлитамак АВ-пос. Красноусольский;60,156396484375
210;45;510;Стерлитамак АВ-Наумкино - Толбазы АС;38,1260557527895
211;131;552;Красноусольск - Уфа;139,048004150391
212;145;564;Калтасы - Уфа;130,558875292529
213;95;674;Дюртюли - Нефтекамск;89,8394914950643
214;99;698;сан. Красноусольск - Салават;84,7205353046445
215;108;792;Зилаир - Сибай ч/з Юлдыбаево;117,559997558594
216;146;800К;Белебей - Стерлитамак через Киргиз Мияки;84,5535065407986
217;110;805;Белорецк - Учалы;68,7968328705785
