LINENAME;DIRECTIONCODE;TIMEPROFILENAME;INDEX;POSTRUNTIME;POSTLENGTH;ACCUMRUNTIME;STOPTIME;LINEROUTEITEM\STOPPOINT\NAME
Г 043 Северный автовокзал - Новые Черкассы;<;B;2;83;0.575255785;433;25;Сад №4
Г 043 Северный автовокзал - Новые Черкассы;<;B;3;212;1.47672666;541;25;Специализированное управление по предупреждению и ликвидации последствий аварий (СУ ПЛАВ)
Г 043 Северный автовокзал - Новые Черкассы;<;B;4;36;0.254503281;778;25;Сад №3
Г 043 Северный автовокзал - Новые Черкассы;<;B;5;151;1.046254645;839;25;Степановка
Г 043 Северный автовокзал - Новые Черкассы;<;B;6;276;1.915515968;1015;25;Степановский поворот
Г 043 Северный автовокзал - Новые Черкассы;<;B;7;124;0.863097874;1316;25;Химпром
Г 043 Северный автовокзал - Новые Черкассы;<;B;8;102;0.707502011;1465;25;"Ремонтно-строительно-монтажное управление ""Агрохимремонт"""
Г 043 Северный автовокзал - Новые Черкассы;<;B;9;133;0.923390039;1592;25;Тимашевский поворот
Г 043 Северный автовокзал - Новые Черкассы;<;B;10;96;0.671104082;1750;25;Железнодорожный переезд Тимашевский
Г 043 Северный автовокзал - Новые Черкассы;<;B;11;64;0.442496092;1871;25;Хлебзавод №8
Г 043 Северный автовокзал - Новые Черкассы;<;B;12;60;0.417614053;1960;25;Ул. Вологодская
Г 043 Северный автовокзал - Новые Черкассы;<;B;13;89;0.618868118;2045;25;Больница №17
Г 043 Северный автовокзал - Новые Черкассы;<;B;14;80;0.553453984;2159;20;Ул. Александра Невского
Г 043 Северный автовокзал - Новые Черкассы;<;B;15;41;0.282648256;2259;20;Детский дом №9
Г 043 Северный автовокзал - Новые Черкассы;<;B;16;88;0.612919497;2320;20;Республиканский Башкирско-Турецкий лицей
Г 043 Северный автовокзал - Новые Черкассы;<;B;17;119;0.828619674;2428;20;Колхозный рынок
Г 043 Северный автовокзал - Новые Черкассы;<;B;18;113;0.781383598;2567;25;Больница №10
Г 043 Северный автовокзал - Новые Черкассы;<;B;19;76;0.52370697;2705;20;Ул. Кемеровская
Г 043 Северный автовокзал - Новые Черкассы;<;B;20;0;0;2801;0;Северный автовокзал
Г 043 Северный автовокзал - Новые Черкассы;>;B;1;215;1.486848363;0;0;Северный автовокзал
Г 043 Северный автовокзал - Новые Черкассы;>;B;2;127;0.885858356;215;25;Больница №10
Г 043 Северный автовокзал - Новые Черкассы;>;B;3;58;0.405177295;367;20;Колхозный рынок
Г 043 Северный автовокзал - Новые Черкассы;>;B;4;50;0.343451609;445;20;Республиканский Башкирско-Турецкий лицей
Г 043 Северный автовокзал - Новые Черкассы;>;B;5;81;0.562995573;515;20;Детский дом №9
Г 043 Северный автовокзал - Новые Черкассы;>;B;6;93;0.647413533;616;20;Ул. Александра Невского
Г 043 Северный автовокзал - Новые Черкассы;>;B;7;54;0.37259084;729;25;Больница №17
Г 043 Северный автовокзал - Новые Черкассы;>;B;8;55;0.380059711;808;25;Ул. Вологодская
Г 043 Северный автовокзал - Новые Черкассы;>;B;9;108;0.756926023;888;25;Хлебзавод №8
Г 043 Северный автовокзал - Новые Черкассы;>;B;10;136;0.944039845;1021;25;Железнодорожный переезд Тимашевский
Г 043 Северный автовокзал - Новые Черкассы;>;B;11;101;0.698198522;1182;25;Тимашевский поворот
Г 043 Северный автовокзал - Новые Черкассы;>;B;12;120;0.838515968;1308;25;"Ремонтно-строительно-монтажное управление ""Агрохимремонт"""
Г 043 Северный автовокзал - Новые Черкассы;>;B;13;280;1.939877777;1453;25;Химпром
Г 043 Северный автовокзал - Новые Черкассы;>;B;14;153;1.065027527;1758;25;Степановский поворот
Г 043 Северный автовокзал - Новые Черкассы;>;B;15;24;0.167852622;1936;25;Степановка
Г 043 Северный автовокзал - Новые Черкассы;>;B;16;224;1.562276574;1985;25;Сад №3
Г 043 Северный автовокзал - Новые Черкассы;>;B;17;81;0.558183545;2234;25;Специализированное управление по предупреждению и ликвидации последствий аварий (СУ ПЛАВ)
Г 043 Северный автовокзал - Новые Черкассы;>;B;18;423;2.941155489;2340;25;Сад №4
Г 043 Северный автовокзал - Новые Черкассы;>;B;19;0;0;2788;0;Новые Черкассы
Г 055 мкр Белореченский - ТК Центральный;>;B;1;94;0.644266167;0;0;Микрорайон Белореченский
Г 055 мкр Белореченский - ТК Центральный;>;B;2;92;0.634107659;94;25;Институт глазных болезней
Г 055 мкр Белореченский - ТК Центральный;>;B;3;232;1.840418302;211;25;Роддом №4
Г 055 мкр Белореченский - ТК Центральный;>;B;4;82;0.676977035;468;25;Чайная фабрика
Г 055 мкр Белореченский - ТК Центральный;>;B;5;57;0.394201663;575;25;Архитектурно-строительный факультет УГНТУ
Г 055 мкр Белореченский - ТК Центральный;>;B;6;163;1.134744034;657;25;Ул. Сагита Агиша
Г 055 мкр Белореченский - ТК Центральный;>;B;7;80;0.555078252;845;25;Микрорайон Молодежный
Г 055 мкр Белореченский - ТК Центральный;>;B;8;75;0.534279366;950;25;Ул. Владивостокская
Г 055 мкр Белореченский - ТК Центральный;>;B;9;34;0.283426406;1050;20;Ул. Айская
Г 055 мкр Белореченский - ТК Центральный;>;B;10;37;0.303812668;1104;20;Ул. 8-ое Марта
Г 055 мкр Белореченский - ТК Центральный;>;B;11;115;0.958304709;1161;20;Башкирский государственный аграрный университет
Г 055 мкр Белореченский - ТК Центральный;>;B;12;51;0.416324735;1296;20;Дом печати
Г 055 мкр Белореченский - ТК Центральный;>;B;13;190;1.315222664;1367;25;Ул. 50-летия Октября
Г 055 мкр Белореченский - ТК Центральный;>;B;14;0;0;1582;0;"Торговый комплекс ""Центральный"""
Г 055 мкр Белореченский - ТК Центральный;<;B;1;111;0.876937559;0;0;"Торговый комплекс ""Центральный"""
Г 055 мкр Белореченский - ТК Центральный;<;B;2;102;0.851631839;111;20;Дом печати
Г 055 мкр Белореченский - ТК Центральный;<;B;3;64;0.5300748;233;20;Башкирский государственный аграрный университет
Г 055 мкр Белореченский - ТК Центральный;<;B;4;108;0.823459585;317;20;Ул. 8-ое Марта
Г 055 мкр Белореченский - ТК Центральный;<;B;5;84;0.581007963;445;25;Ул. Владивостокская
Г 055 мкр Белореченский - ТК Центральный;<;B;6;143;0.991609753;554;25;Микрорайон Молодежный
Г 055 мкр Белореченский - ТК Центральный;<;B;7;79;0.549931921;722;25;Ул. Сагита Агиша
Г 055 мкр Белореченский - ТК Центральный;<;B;8;44;0.350156718;826;25;Архитектурно-строительный факультет УГНТУ
Г 055 мкр Белореченский - ТК Центральный;<;B;9;85;0.723756696;895;20;"Санаторий ""Зеленая роща"""
Г 055 мкр Белореченский - ТК Центральный;<;B;10;51;0.401840383;1000;20;Уфимский колледж библиотечного дела и массовых коммуникаций
Г 055 мкр Белореченский - ТК Центральный;<;B;11;139;1.062366843;1071;20;Республиканская детская клиническая больница
Г 055 мкр Белореченский - ТК Центральный;<;B;12;117;0.801475841;1230;25;Роддом №4
Г 055 мкр Белореченский - ТК Центральный;<;B;13;75;0.51547468;1372;20;Институт глазных болезней
Г 055 мкр Белореченский - ТК Центральный;<;B;14;0;0;1467;0;Микрорайон Белореченский
Г 057А Уфимское управление буровых работ - Больница №21;<;B;1;168;1.169979651;0;0;Железнодорожная станция Дёма-2
Г 057А Уфимское управление буровых работ - Больница №21;<;B;2;74;0.521017545;168;25;Ул. Правды
Г 057А Уфимское управление буровых работ - Больница №21;<;B;3;80;0.555517296;267;25;"Дворец детского и юношеского творчества ""Орион"""
Г 057А Уфимское управление буровых работ - Больница №21;<;B;4;82;0.575439164;372;20;Музей 112 Башкирской кавалерийской дивизии
Г 057А Уфимское управление буровых работ - Больница №21;<;B;5;101;0.709944692;474;20;Ул. Новороссийская
Г 057А Уфимское управление буровых работ - Больница №21;<;B;6;73;0.501564404;595;25;Демский энергоучасток
Г 057А Уфимское управление буровых работ - Больница №21;<;B;7;96;0.663882456;693;25;Ул. Путейская
Г 057А Уфимское управление буровых работ - Больница №21;<;B;8;31;0.214172157;814;25;Западный парк
Г 057А Уфимское управление буровых работ - Больница №21;<;B;9;31;0.220870011;870;25;Уфимский завод электротехнических изделий (УЗЭТИ)
Г 057А Уфимское управление буровых работ - Больница №21;<;B;10;35;0.242335891;926;25;Ул. Крайняя
Г 057А Уфимское управление буровых работ - Больница №21;<;B;11;97;0.682913448;986;25;АЗС №105
Г 057А Уфимское управление буровых работ - Больница №21;<;B;12;0;0;1108;0;Уфимское управление буровых работ (СУ - 820)
Г 057А Уфимское управление буровых работ - Больница №21;>;B;1;85;0.601946929;0;0;Уфимское управление буровых работ (СУ - 820)
