3;10;10;52;1,11111111111111
3;10;1843;5;8,73333358764648
3;10;4441;6;6,23333358764648
3;10;4442;7;2,73333358764648
3;1843;10;23;8,73333358764648
3;1843;4441;11906;2,5
3;1843;4442;4;6
3;4441;10;3;6,23333358764648
3;4442;10;13;2,73333358764648
3;4442;1843;1;6
